ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
Mount Road ATM,2012-10-21,141,38,103,316900,136100,180800,SUNDAY,NH,H,HHW,28,19,10.2,5,38,11:52 AM,11:45 PM,06:14 AM,06:02 PM,20,24,24,23,17,73,86,1.4,1012,28,7,85,12
Airport ATM,2012-10-21,81,56,25,292200,240500,51700,SUNDAY,NH,H,HHW,28,19,10.2,5,38,11:52 AM,11:45 PM,06:14 AM,06:02 PM,20,24,24,23,17,73,86,1.4,1012,28,7,85,12
KK Nagar ATM,2012-10-21,141,113,28,547100,468900,78200,SUNDAY,NH,H,HHW,28,19,10.2,5,38,11:52 AM,11:45 PM,06:14 AM,06:02 PM,20,24,24,23,17,73,86,1.4,1012,28,7,85,12
Christ College ATM,2012-10-21,57,29,28,250400,168600,81800,SUNDAY,NH,H,HHW,28,19,10.2,5,38,11:52 AM,11:45 PM,06:14 AM,06:02 PM,20,24,24,23,17,73,86,1.4,1012,28,7,85,12
Big Street ATM,2012-10-22,55,19,36,174100,76800,97300,SUNDAY,NH,H,HHW,27,20,11.6,6,46,12:43 PM,No moonset,06:14 AM,06:01 PM,20,24,24,23,15,65,86,2.3,1012,27,6,83,11
Mount Road ATM,2012-10-22,192,94,98,646000,391400,254600,SUNDAY,NH,H,HHW,27,20,11.6,6,46,12:43 PM,No moonset,06:14 AM,06:01 PM,20,24,24,23,15,65,86,2.3,1012,27,6,83,11
Airport ATM,2012-10-22,119,98,21,651100,597800,53300,SUNDAY,NH,H,HHW,27,20,11.6,6,46,12:43 PM,No moonset,06:14 AM,06:01 PM,20,24,24,23,15,65,86,2.3,1012,27,6,83,11
KK Nagar ATM,2012-10-22,307,238,69,1437700,1216000,221700,SUNDAY,NH,H,HHW,27,20,11.6,6,46,12:43 PM,No moonset,06:14 AM,06:01 PM,20,24,24,23,15,65,86,2.3,1012,27,6,83,11
Christ College ATM,2012-10-22,94,58,36,530700,424000,106700,SUNDAY,NH,H,HHW,27,20,11.6,6,46,12:43 PM,No moonset,06:14 AM,06:01 PM,20,24,24,23,15,65,86,2.3,1012,27,6,83,11
Big Street ATM,2012-10-23,77,31,46,278600,169100,109500,TUESDAY,H,H,WHH,29,19,10.2,6,53,01:30 PM,12:41 AM,06:14 AM,06:01 PM,19,24,24,23,14,59,82,0.8,1012,29,7,78,10
Mount Road ATM,2012-10-23,132,47,85,394600,246900,147700,TUESDAY,H,H,WHH,29,19,10.2,6,53,01:30 PM,12:41 AM,06:14 AM,06:01 PM,19,24,24,23,14,59,82,0.8,1012,29,7,78,10
Airport ATM,2012-10-23,73,48,25,313400,235300,78100,TUESDAY,H,H,WHH,29,19,10.2,6,53,01:30 PM,12:41 AM,06:14 AM,06:01 PM,19,24,24,23,14,59,82,0.8,1012,29,7,78,10
KK Nagar ATM,2012-10-23,124,99,25,408700,344100,64600,TUESDAY,H,H,WHH,29,19,10.2,6,53,01:30 PM,12:41 AM,06:14 AM,06:01 PM,19,24,24,23,14,59,82,0.8,1012,29,7,78,10
Christ College ATM,2012-10-23,68,35,33,365700,256700,109000,TUESDAY,H,H,WHH,29,19,10.2,6,53,01:30 PM,12:41 AM,06:14 AM,06:01 PM,19,24,24,23,14,59,82,0.8,1012,29,7,78,10
Big Street ATM,2012-10-24,76,30,46,221600,128300,93300,WEDNESDAY,H,H,HHW,26,20,10.2,6,60,02:14 PM,01:34 AM,06:14 AM,06:00 PM,20,24,24,23,13,56,85,1.0,1011,26,6,92,9
Mount Road ATM,2012-10-24,143,48,95,336000,150700,185300,WEDNESDAY,H,H,HHW,26,20,10.2,6,60,02:14 PM,01:34 AM,06:14 AM,06:00 PM,20,24,24,23,13,56,85,1.0,1011,26,6,92,9
Airport ATM,2012-10-24,88,67,21,451800,371400,80400,WEDNESDAY,H,H,HHW,26,20,10.2,6,60,02:14 PM,01:34 AM,06:14 AM,06:00 PM,20,24,24,23,13,56,85,1.0,1011,26,6,92,9
KK Nagar ATM,2012-10-24,206,128,78,853800,537500,316300,WEDNESDAY,H,H,HHW,26,20,10.2,6,60,02:14 PM,01:34 AM,06:14 AM,06:00 PM,20,24,24,23,13,56,85,1.0,1011,26,6,92,9
Christ College ATM,2012-10-24,67,45,22,256000,191500,64500,WEDNESDAY,H,H,HHW,26,20,10.2,6,60,02:14 PM,01:34 AM,06:14 AM,06:00 PM,20,24,24,23,13,56,85,1.0,1011,26,6,92,9
Big Street ATM,2012-10-25,64,24,40,226400,86100,140300,WEDNESDAY,H,H,HHW,29,20,10.2,6,67,02:55 PM,02:25 AM,06:15 AM,06:00 PM,20,25,25,24,10,41,81,1.3,1011,29,8,90,7
Mount Road ATM,2012-10-25,162,80,82,439000,245400,193600,WEDNESDAY,H,H,HHW,29,20,10.2,6,67,02:55 PM,02:25 AM,06:15 AM,06:00 PM,20,25,25,24,10,41,81,1.3,1011,29,8,90,7
Airport ATM,2012-10-25,108,75,33,428400,351900,76500,WEDNESDAY,H,H,HHW,29,20,10.2,6,67,02:55 PM,02:25 AM,06:15 AM,06:00 PM,20,25,25,24,10,41,81,1.3,1011,29,8,90,7
KK Nagar ATM,2012-10-25,305,204,101,1496700,1066200,430500,WEDNESDAY,H,H,HHW,29,20,10.2,6,67,02:55 PM,02:25 AM,06:15 AM,06:00 PM,20,25,25,24,10,41,81,1.3,1011,29,8,90,7
Christ College ATM,2012-10-25,101,63,38,448300,320900,127400,WEDNESDAY,H,H,HHW,29,20,10.2,6,67,02:55 PM,02:25 AM,06:15 AM,06:00 PM,20,25,25,24,10,41,81,1.3,1011,29,8,90,7
Big Street ATM,2012-10-26,76,26,50,297100,163400,133700,WEDNESDAY,H,H,HHW,29,19,11.6,6,75,03:36 PM,03:15 AM,06:15 AM,06:00 PM,19,25,25,24,11,42,78,0.6,1010,29,8,92,7
Mount Road ATM,2012-10-26,181,90,91,540800,336800,204000,WEDNESDAY,H,H,HHW,29,19,11.6,6,75,03:36 PM,03:15 AM,06:15 AM,06:00 PM,19,25,25,24,11,42,78,0.6,1010,29,8,92,7
Airport ATM,2012-10-26,101,79,22,518200,471400,46800,WEDNESDAY,H,H,HHW,29,19,11.6,6,75,03:36 PM,03:15 AM,06:15 AM,06:00 PM,19,25,25,24,11,42,78,0.6,1010,29,8,92,7
KK Nagar ATM,2012-10-26,288,212,76,1260000,969400,290600,WEDNESDAY,H,H,HHW,29,19,11.6,6,75,03:36 PM,03:15 AM,06:15 AM,06:00 PM,19,25,25,24,11,42,78,0.6,1010,29,8,92,7
Christ College ATM,2012-10-26,56,32,24,227400,170300,57100,WEDNESDAY,H,H,HHW,29,19,11.6,6,75,03:36 PM,03:15 AM,06:15 AM,06:00 PM,19,25,25,24,11,42,78,0.6,1010,29,8,92,7
Big Street ATM,2012-10-27,57,21,36,148600,75800,72800,SATURDAY,M,H,WHH,29,19,8.7,6,82,04:16 PM,04:03 AM,06:15 AM,05:59 PM,18,24,24,23,14,27,74,0.0,1010,29,9,83,9
Mount Road ATM,2012-10-27,156,58,98,440300,274400,165900,SATURDAY,M,H,WHH,29,19,8.7,6,82,04:16 PM,04:03 AM,06:15 AM,05:59 PM,18,24,24,23,14,27,74,0.0,1010,29,9,83,9
Airport ATM,2012-10-27,111,87,24,494700,413800,80900,SATURDAY,M,H,WHH,29,19,8.7,6,82,04:16 PM,04:03 AM,06:15 AM,05:59 PM,18,24,24,23,14,27,74,0.0,1010,29,9,83,9
KK Nagar ATM,2012-10-27,227,160,67,1051000,782100,268900,SATURDAY,M,H,WHH,29,19,8.7,6,82,04:16 PM,04:03 AM,06:15 AM,05:59 PM,18,24,24,23,14,27,74,0.0,1010,29,9,83,9
Christ College ATM,2012-10-27,74,33,41,308700,188600,120100,SATURDAY,M,H,WHH,29,19,8.7,6,82,04:16 PM,04:03 AM,06:15 AM,05:59 PM,18,24,24,23,14,27,74,0.0,1010,29,9,83,9
Big Street ATM,2012-10-28,63,22,41,185600,97200,88400,SUNDAY,NH,H,HHW,29,17,8.7,6,89,04:57 PM,04:51 AM,06:15 AM,05:59 PM,17,24,24,23,16,25,73,0.1,1011,29,9,60,11
Mount Road ATM,2012-10-28,163,39,124,464300,138600,325700,SUNDAY,NH,H,HHW,29,17,8.7,6,89,04:57 PM,04:51 AM,06:15 AM,05:59 PM,17,24,24,23,16,25,73,0.1,1011,29,9,60,11
Airport ATM,2012-10-28,92,58,34,307000,252400,54600,SUNDAY,NH,H,HHW,29,17,8.7,6,89,04:57 PM,04:51 AM,06:15 AM,05:59 PM,17,24,24,23,16,25,73,0.1,1011,29,9,60,11
KK Nagar ATM,2012-10-28,170,120,50,722600,529800,192800,SUNDAY,NH,H,HHW,29,17,8.7,6,89,04:57 PM,04:51 AM,06:15 AM,05:59 PM,17,24,24,23,16,25,73,0.1,1011,29,9,60,11
Christ College ATM,2012-10-28,97,31,66,317200,174900,142300,SUNDAY,NH,H,HHW,29,17,8.7,6,89,04:57 PM,04:51 AM,06:15 AM,05:59 PM,17,24,24,23,16,25,73,0.1,1011,29,9,60,11
Big Street ATM,2012-10-29,53,23,30,157300,85500,71800,SUNDAY,NH,H,HHW,28,17,8.7,6,97,05:38 PM,05:40 AM,06:15 AM,05:58 PM,18,22,23,22,15,28,77,0.8,1011,28,9,54,10
Mount Road ATM,2012-10-29,77,42,35,185300,128600,56700,SUNDAY,NH,H,HHW,28,17,8.7,6,97,05:38 PM,05:40 AM,06:15 AM,05:58 PM,18,22,23,22,15,28,77,0.8,1011,28,9,54,10
Airport ATM,2012-10-29,118,92,26,556300,467200,89100,SUNDAY,NH,H,HHW,28,17,8.7,6,97,05:38 PM,05:40 AM,06:15 AM,05:58 PM,18,22,23,22,15,28,77,0.8,1011,28,9,54,10
KK Nagar ATM,2012-10-29,281,215,66,1001800,778500,223300,SUNDAY,NH,H,HHW,28,17,8.7,6,97,05:38 PM,05:40 AM,06:15 AM,05:58 PM,18,22,23,22,15,28,77,0.8,1011,28,9,54,10
Christ College ATM,2012-10-29,104,37,67,343200,115000,228200,SUNDAY,NH,H,HHW,28,17,8.7,6,97,05:38 PM,05:40 AM,06:15 AM,05:58 PM,18,22,23,22,15,28,77,0.8,1011,28,9,54,10
Big Street ATM,2012-10-30,50,23,27,150400,108700,41700,SUNDAY,NH,H,HHW,27,17,8.7,6,100,06:21 PM,06:28 AM,06:16 AM,05:58 PM,18,22,23,22,13,35,79,0.4,1009,27,9,53,9
Mount Road ATM,2012-10-30,119,63,56,401600,268400,133200,SUNDAY,NH,H,HHW,27,17,8.7,6,100,06:21 PM,06:28 AM,06:16 AM,05:58 PM,18,22,23,22,13,35,79,0.4,1009,27,9,53,9
Airport ATM,2012-10-30,30,20,10,112000,66500,45500,SUNDAY,NH,H,HHW,27,17,8.7,6,100,06:21 PM,06:28 AM,06:16 AM,05:58 PM,18,22,23,22,13,35,79,0.4,1009,27,9,53,9
KK Nagar ATM,2012-10-30,151,123,28,639000,520200,118800,SUNDAY,NH,H,HHW,27,17,8.7,6,100,06:21 PM,06:28 AM,06:16 AM,05:58 PM,18,22,23,22,13,35,79,0.4,1009,27,9,53,9
Christ College ATM,2012-10-30,99,52,47,368400,237800,130600,SUNDAY,NH,H,HHW,27,17,8.7,6,100,06:21 PM,06:28 AM,06:16 AM,05:58 PM,18,22,23,22,13,35,79,0.4,1009,27,9,53,9
Big Street ATM,2012-10-31,80,29,51,231300,65200,166100,SUNDAY,NH,H,HHW,23,18,5.8,4,100,07:06 PM,07:17 AM,06:16 AM,05:58 PM,18,20,20,20,17,77,89,19.8,1007,23,9,210,11
Mount Road ATM,2012-10-31,146,67,79,495000,250200,244800,SUNDAY,NH,H,HHW,23,18,5.8,4,100,07:06 PM,07:17 AM,06:16 AM,05:58 PM,18,20,20,20,17,77,89,19.8,1007,23,9,210,11
Airport ATM,2012-10-31,62,53,9,327500,295000,32500,SUNDAY,NH,H,HHW,23,18,5.8,4,100,07:06 PM,07:17 AM,06:16 AM,05:58 PM,18,20,20,20,17,77,89,19.8,1007,23,9,210,11
KK Nagar ATM,2012-10-31,165,131,34,803600,634400,169200,SUNDAY,NH,H,HHW,23,18,5.8,4,100,07:06 PM,07:17 AM,06:16 AM,05:58 PM,18,20,20,20,17,77,89,19.8,1007,23,9,210,11
Christ College ATM,2012-10-31,59,21,38,321000,141300,179700,SUNDAY,NH,H,HHW,23,18,5.8,4,100,07:06 PM,07:17 AM,06:16 AM,05:58 PM,18,20,20,20,17,77,89,19.8,1007,23,9,210,11
Big Street ATM,2012-11-01,87,32,55,353300,174400,178900,SUNDAY,NH,H,HHW,20,18,4.3,4,77,07:53 PM,08:06 AM,06:16 AM,05:58 PM,18,19,19,19,27,84,95,13.1,1006,20,8,234,17
Mount Road ATM,2012-11-01,223,124,99,1020500,702400,318100,SUNDAY,NH,H,HHW,20,18,4.3,4,77,07:53 PM,08:06 AM,06:16 AM,05:58 PM,18,19,19,19,27,84,95,13.1,1006,20,8,234,17
Airport ATM,2012-11-01,127,99,28,655600,540500,115100,SUNDAY,NH,H,HHW,20,18,4.3,4,77,07:53 PM,08:06 AM,06:16 AM,05:58 PM,18,19,19,19,27,84,95,13.1,1006,20,8,234,17
KK Nagar ATM,2012-11-01,410,320,90,2382700,1907800,474900,SUNDAY,NH,H,HHW,20,18,4.3,4,77,07:53 PM,08:06 AM,06:16 AM,05:58 PM,18,19,19,19,27,84,95,13.1,1006,20,8,234,17
Christ College ATM,2012-11-01,112,47,65,647600,285800,361800,SUNDAY,NH,H,HHW,20,18,4.3,4,77,07:53 PM,08:06 AM,06:16 AM,05:58 PM,18,19,19,19,27,84,95,13.1,1006,20,8,234,17
Big Street ATM,2012-11-02,90,30,60,330100,169500,160600,SUNDAY,NH,H,HHW,27,18,7.2,5,70,08:41 PM,08:55 AM,06:16 AM,05:57 PM,19,22,23,22,21,67,85,0.7,1009,27,7,239,15
Mount Road ATM,2012-11-02,208,102,106,882800,605400,277400,SUNDAY,NH,H,HHW,27,18,7.2,5,70,08:41 PM,08:55 AM,06:16 AM,05:57 PM,19,22,23,22,21,67,85,0.7,1009,27,7,239,15
Airport ATM,2012-11-02,115,92,23,555500,444500,111000,SUNDAY,NH,H,HHW,27,18,7.2,5,70,08:41 PM,08:55 AM,06:16 AM,05:57 PM,19,22,23,22,21,67,85,0.7,1009,27,7,239,15
KK Nagar ATM,2012-11-02,370,239,131,2010400,1346600,663800,SUNDAY,NH,H,HHW,27,18,7.2,5,70,08:41 PM,08:55 AM,06:16 AM,05:57 PM,19,22,23,22,21,67,85,0.7,1009,27,7,239,15
Christ College ATM,2012-11-02,131,31,100,548300,151700,396600,SUNDAY,NH,H,HHW,27,18,7.2,5,70,08:41 PM,08:55 AM,06:16 AM,05:57 PM,19,22,23,22,21,67,85,0.7,1009,27,7,239,15
Big Street ATM,2012-11-03,79,30,49,318300,150000,168300,SATURDAY,NH,H,WHH,28,17,8.7,6,62,09:30 PM,09:43 AM,06:17 AM,05:57 PM,19,22,23,22,16,45,82,1.1,1011,28,7,249,10
Mount Road ATM,2012-11-03,262,121,141,1082400,690500,391900,SATURDAY,NH,H,WHH,28,17,8.7,6,62,09:30 PM,09:43 AM,06:17 AM,05:57 PM,19,22,23,22,16,45,82,1.1,1011,28,7,249,10
Airport ATM,2012-11-03,107,83,24,498900,433100,65800,SATURDAY,NH,H,WHH,28,17,8.7,6,62,09:30 PM,09:43 AM,06:17 AM,05:57 PM,19,22,23,22,16,45,82,1.1,1011,28,7,249,10
KK Nagar ATM,2012-11-03,349,256,93,1745000,1265700,479300,SATURDAY,NH,H,WHH,28,17,8.7,6,62,09:30 PM,09:43 AM,06:17 AM,05:57 PM,19,22,23,22,16,45,82,1.1,1011,28,7,249,10
Christ College ATM,2012-11-03,141,76,65,622100,361000,261100,SATURDAY,NH,H,WHH,28,17,8.7,6,62,09:30 PM,09:43 AM,06:17 AM,05:57 PM,19,22,23,22,16,45,82,1.1,1011,28,7,249,10
Big Street ATM,2012-11-04,76,17,59,242300,79700,162600,SUNDAY,NH,H,HHW,30,17,8.7,6,55,10:19 PM,10:29 AM,06:17 AM,05:57 PM,19,24,24,23,7,37,78,0.5,1011,30,8,195,4
Mount Road ATM,2012-11-04,153,20,133,432400,64300,368100,SUNDAY,NH,H,HHW,30,17,8.7,6,55,10:19 PM,10:29 AM,06:17 AM,05:57 PM,19,24,24,23,7,37,78,0.5,1011,30,8,195,4
Airport ATM,2012-11-04,115,74,41,607000,444100,162900,SUNDAY,NH,H,HHW,30,17,8.7,6,55,10:19 PM,10:29 AM,06:17 AM,05:57 PM,19,24,24,23,7,37,78,0.5,1011,30,8,195,4
KK Nagar ATM,2012-11-04,209,108,101,973500,523000,450500,SUNDAY,NH,H,HHW,30,17,8.7,6,55,10:19 PM,10:29 AM,06:17 AM,05:57 PM,19,24,24,23,7,37,78,0.5,1011,30,8,195,4
Christ College ATM,2012-11-04,122,45,77,558700,266800,291900,SUNDAY,NH,H,HHW,30,17,8.7,6,55,10:19 PM,10:29 AM,06:17 AM,05:57 PM,19,24,24,23,7,37,78,0.5,1011,30,8,195,4
Big Street ATM,2012-11-05,110,30,80,394100,143900,250200,SUNDAY,NH,H,HHW,30,18,8.7,6,47,11:09 PM,11:15 AM,06:17 AM,05:56 PM,19,25,25,24,7,25,76,0.0,1010,30,9,198,4
Mount Road ATM,2012-11-05,287,121,166,1296600,761200,535400,SUNDAY,NH,H,HHW,30,18,8.7,6,47,11:09 PM,11:15 AM,06:17 AM,05:56 PM,19,25,25,24,7,25,76,0.0,1010,30,9,198,4
Airport ATM,2012-11-05,132,89,43,757600,545300,212300,SUNDAY,NH,H,HHW,30,18,8.7,6,47,11:09 PM,11:15 AM,06:17 AM,05:56 PM,19,25,25,24,7,25,76,0.0,1010,30,9,198,4
KK Nagar ATM,2012-11-05,175,109,66,761000,475600,285400,SUNDAY,NH,H,HHW,30,18,8.7,6,47,11:09 PM,11:15 AM,06:17 AM,05:56 PM,19,25,25,24,7,25,76,0.0,1010,30,9,198,4
Christ College ATM,2012-11-05,165,54,111,895300,296500,598800,SUNDAY,NH,H,HHW,30,18,8.7,6,47,11:09 PM,11:15 AM,06:17 AM,05:56 PM,19,25,25,24,7,25,76,0.0,1010,30,9,198,4
Big Street ATM,2012-11-06,75,33,42,300200,166400,133800,SUNDAY,NH,H,HHW,30,17,8.7,6,39,11:59 PM,11:59 AM,06:18 AM,05:56 PM,19,25,25,24,10,19,77,0.0,1011,30,8,154,6
Mount Road ATM,2012-11-06,249,127,122,891500,587900,303600,SUNDAY,NH,H,HHW,30,17,8.7,6,39,11:59 PM,11:59 AM,06:18 AM,05:56 PM,19,25,25,24,10,19,77,0.0,1011,30,8,154,6
Airport ATM,2012-11-06,94,74,20,508900,475600,33300,SUNDAY,NH,H,HHW,30,17,8.7,6,39,11:59 PM,11:59 AM,06:18 AM,05:56 PM,19,25,25,24,10,19,77,0.0,1011,30,8,154,6
KK Nagar ATM,2012-11-06,279,197,82,1236600,881200,355400,SUNDAY,NH,H,HHW,30,17,8.7,6,39,11:59 PM,11:59 AM,06:18 AM,05:56 PM,19,25,25,24,10,19,77,0.0,1011,30,8,154,6
Christ College ATM,2012-11-06,135,72,63,578400,327800,250600,SUNDAY,NH,H,HHW,30,17,8.7,6,39,11:59 PM,11:59 AM,06:18 AM,05:56 PM,19,25,25,24,10,19,77,0.0,1011,30,8,154,6
Big Street ATM,2012-11-07,109,40,69,392100,214600,177500,SUNDAY,NH,H,HHW,30,18,8.7,6,32,No moonrise,12:41 PM,06:18 AM,05:56 PM,20,25,25,24,6,24,80,1.5,1011,30,8,128,4
Mount Road ATM,2012-11-07,249,101,148,904500,470500,434000,SUNDAY,NH,H,HHW,30,18,8.7,6,32,No moonrise,12:41 PM,06:18 AM,05:56 PM,20,25,25,24,6,24,80,1.5,1011,30,8,128,4
Airport ATM,2012-11-07,155,95,60,956700,719600,237100,SUNDAY,NH,H,HHW,30,18,8.7,6,32,No moonrise,12:41 PM,06:18 AM,05:56 PM,20,25,25,24,6,24,80,1.5,1011,30,8,128,4
KK Nagar ATM,2012-11-07,264,196,68,1433600,1113400,320200,SUNDAY,NH,H,HHW,30,18,8.7,6,32,No moonrise,12:41 PM,06:18 AM,05:56 PM,20,25,25,24,6,24,80,1.5,1011,30,8,128,4
Christ College ATM,2012-11-07,208,78,130,1094800,515700,579100,SUNDAY,NH,H,HHW,30,18,8.7,6,32,No moonrise,12:41 PM,06:18 AM,05:56 PM,20,25,25,24,6,24,80,1.5,1011,30,8,128,4
Big Street ATM,2012-11-08,83,34,49,302800,151000,151800,SUNDAY,NH,H,HHW,29,18,8.7,6,24,12:49 AM,01:24 PM,06:18 AM,05:56 PM,20,25,25,23,7,35,82,2.2,1011,29,8,113,5
Mount Road ATM,2012-11-08,193,98,95,638500,446300,192200,SUNDAY,NH,H,HHW,29,18,8.7,6,24,12:49 AM,01:24 PM,06:18 AM,05:56 PM,20,25,25,23,7,35,82,2.2,1011,29,8,113,5
Airport ATM,2012-11-08,147,95,52,749100,544400,204700,SUNDAY,NH,H,HHW,29,18,8.7,6,24,12:49 AM,01:24 PM,06:18 AM,05:56 PM,20,25,25,23,7,35,82,2.2,1011,29,8,113,5
KK Nagar ATM,2012-11-08,359,246,113,1720300,1231500,488800,SUNDAY,NH,H,HHW,29,18,8.7,6,24,12:49 AM,01:24 PM,06:18 AM,05:56 PM,20,25,25,23,7,35,82,2.2,1011,29,8,113,5
Christ College ATM,2012-11-08,160,54,106,674200,290100,384100,SUNDAY,NH,H,HHW,29,18,8.7,6,24,12:49 AM,01:24 PM,06:18 AM,05:56 PM,20,25,25,23,7,35,82,2.2,1011,29,8,113,5
Big Street ATM,2012-11-09,92,21,71,318100,122400,195700,SUNDAY,NH,H,HHW,29,18,8.7,6,17,01:40 AM,02:07 PM,06:19 AM,05:56 PM,19,25,25,23,11,25,78,0.2,1012,29,10,101,7
Mount Road ATM,2012-11-09,306,96,210,992100,389300,602800,SUNDAY,NH,H,HHW,29,18,8.7,6,17,01:40 AM,02:07 PM,06:19 AM,05:56 PM,19,25,25,23,11,25,78,0.2,1012,29,10,101,7
Airport ATM,2012-11-09,115,71,44,678100,493000,185100,SUNDAY,NH,H,HHW,29,18,8.7,6,17,01:40 AM,02:07 PM,06:19 AM,05:56 PM,19,25,25,23,11,25,78,0.2,1012,29,10,101,7
KK Nagar ATM,2012-11-09,347,228,119,1492600,1028700,463900,SUNDAY,NH,H,HHW,29,18,8.7,6,17,01:40 AM,02:07 PM,06:19 AM,05:56 PM,19,25,25,23,11,25,78,0.2,1012,29,10,101,7
Christ College ATM,2012-11-09,132,53,79,560900,271100,289800,SUNDAY,NH,H,HHW,29,18,8.7,6,17,01:40 AM,02:07 PM,06:19 AM,05:56 PM,19,25,25,23,11,25,78,0.2,1012,29,10,101,7
Big Street ATM,2012-11-10,132,38,94,491800,244500,247300,SATURDAY,NH,H,WHH,29,18,8.7,6,9,02:33 AM,02:52 PM,06:19 AM,05:55 PM,19,25,25,24,11,29,76,0.1,1013,29,8,93,7
Mount Road ATM,2012-11-10,304,105,199,1164200,509500,654700,SATURDAY,NH,H,WHH,29,18,8.7,6,9,02:33 AM,02:52 PM,06:19 AM,05:55 PM,19,25,25,24,11,29,76,0.1,1013,29,8,93,7
Airport ATM,2012-11-10,176,120,56,965400,752700,212700,SATURDAY,NH,H,WHH,29,18,8.7,6,9,02:33 AM,02:52 PM,06:19 AM,05:55 PM,19,25,25,24,11,29,76,0.1,1013,29,8,93,7
KK Nagar ATM,2012-11-10,373,230,143,1628800,1121500,507300,SATURDAY,NH,H,WHH,29,18,8.7,6,9,02:33 AM,02:52 PM,06:19 AM,05:55 PM,19,25,25,24,11,29,76,0.1,1013,29,8,93,7
Christ College ATM,2012-11-10,185,67,118,825100,356800,468300,SATURDAY,NH,H,WHH,29,18,8.7,6,9,02:33 AM,02:52 PM,06:19 AM,05:55 PM,19,25,25,24,11,29,76,0.1,1013,29,8,93,7
Big Street ATM,2012-11-11,127,41,86,466800,215400,251400,SUNDAY,NH,H,HHW,29,18,8.7,6,2,03:29 AM,03:40 PM,06:19 AM,05:55 PM,19,24,24,23,8,41,80,1.3,1013,29,9,68,5
Mount Road ATM,2012-11-11,229,40,189,672500,192400,480100,SUNDAY,NH,H,HHW,29,18,8.7,6,2,03:29 AM,03:40 PM,06:19 AM,05:55 PM,19,24,24,23,8,41,80,1.3,1013,29,9,68,5
Airport ATM,2012-11-11,122,79,43,558600,398700,159900,SUNDAY,NH,H,HHW,29,18,8.7,6,2,03:29 AM,03:40 PM,06:19 AM,05:55 PM,19,24,24,23,8,41,80,1.3,1013,29,9,68,5
KK Nagar ATM,2012-11-11,409,182,227,1276700,573800,702900,SUNDAY,NH,H,HHW,29,18,8.7,6,2,03:29 AM,03:40 PM,06:19 AM,05:55 PM,19,24,24,23,8,41,80,1.3,1013,29,9,68,5
Christ College ATM,2012-11-11,155,47,108,583700,203300,380400,SUNDAY,NH,H,HHW,29,18,8.7,6,2,03:29 AM,03:40 PM,06:19 AM,05:55 PM,19,24,24,23,8,41,80,1.3,1013,29,9,68,5
Big Street ATM,2012-11-12,111,37,74,451200,159500,291700,SUNDAY,NH,H,HHW,28,18,8.7,6,0,04:26 AM,04:30 PM,06:20 AM,05:55 PM,18,24,24,23,13,19,75,0.0,1013,28,9,93,8
Mount Road ATM,2012-11-12,190,99,91,617300,364400,252900,SUNDAY,NH,H,HHW,28,18,8.7,6,0,04:26 AM,04:30 PM,06:20 AM,05:55 PM,18,24,24,23,13,19,75,0.0,1013,28,9,93,8
Airport ATM,2012-11-12,121,79,42,501600,337500,164100,SUNDAY,NH,H,HHW,28,18,8.7,6,0,04:26 AM,04:30 PM,06:20 AM,05:55 PM,18,24,24,23,13,19,75,0.0,1013,28,9,93,8
KK Nagar ATM,2012-11-12,444,269,175,1466400,878400,588000,SUNDAY,NH,H,HHW,28,18,8.7,6,0,04:26 AM,04:30 PM,06:20 AM,05:55 PM,18,24,24,23,13,19,75,0.0,1013,28,9,93,8
Christ College ATM,2012-11-12,104,57,47,410500,285400,125100,SUNDAY,NH,H,HHW,28,18,8.7,6,0,04:26 AM,04:30 PM,06:20 AM,05:55 PM,18,24,24,23,13,19,75,0.0,1013,28,9,93,8
Big Street ATM,2012-11-13,105,18,87,374200,104700,269500,TUESDAY,H,H,WHW,28,16,8.7,6,0,05:28 AM,05:26 PM,06:20 AM,05:55 PM,15,22,23,22,14,6,67,0.0,1013,28,9,41,8
Mount Road ATM,2012-11-13,86,29,57,283600,160200,123400,TUESDAY,H,H,WHW,28,16,8.7,6,0,05:28 AM,05:26 PM,06:20 AM,05:55 PM,15,22,23,22,14,6,67,0.0,1013,28,9,41,8
Airport ATM,2012-11-13,55,34,21,140700,98500,42200,TUESDAY,H,H,WHW,28,16,8.7,6,0,05:28 AM,05:26 PM,06:20 AM,05:55 PM,15,22,23,22,14,6,67,0.0,1013,28,9,41,8
KK Nagar ATM,2012-11-13,111,42,69,169800,66600,103200,TUESDAY,H,H,WHW,28,16,8.7,6,0,05:28 AM,05:26 PM,06:20 AM,05:55 PM,15,22,23,22,14,6,67,0.0,1013,28,9,41,8
Christ College ATM,2012-11-13,55,22,33,179800,88700,91100,TUESDAY,H,H,WHW,28,16,8.7,6,0,05:28 AM,05:26 PM,06:20 AM,05:55 PM,15,22,23,22,14,6,67,0.0,1013,28,9,41,8
